"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"38412",36,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",1,6,1,"success",-3.4,92.431,-26.9,0.735,5017.5,"1"
"38415",32,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",2,6,1,"success",-3.4,92.431,-26.9,0.735,5017.5,"1"
"38416",88,"retired","divorced","basic.4y","no","no","no","cellular","oct","wed",2,6,1,"success",-3.4,92.431,-26.9,0.735,5017.5,"1"
"38419",54,"admin.","divorced","university.degree","no","yes","no","cellular","oct","wed",2,6,2,"success",-3.4,92.431,-26.9,0.735,5017.5,"0"
"38420",42,"blue-collar","married","professional.course","no","yes","no","cellular","oct","wed",1,7,1,"success",-3.4,92.431,-26.9,0.735,5017.5,"1"
"38424",34,"technician","married","professional.course","no","yes","no","cellular","oct","wed",2,8,1,"success",-3.4,92.431,-26.9,0.735,5017.5,"1"
"38429",56,"technician","married","basic.4y","no","no","no","cellular","oct","thu",1,6,1,"success",-3.4,92.431,-26.9,0.733,5017.5,"1"
"38433",56,"retired","married","professional.course","no","no","no","cellular","oct","thu",1,3,1,"success",-3.4,92.431,-26.9,0.733,5017.5,"1"
"38437",45,"technician","married","professional.course","no","no","no","cellular","oct","thu",1,6,1,"success",-3.4,92.431,-26.9,0.733,5017.5,"1"
"38439",56,"technician","married","basic.4y","no","no","no","cellular","oct","thu",3,3,1,"success",-3.4,92.431,-26.9,0.733,5017.5,"1"
"38443",35,"unemployed","married","university.degree","no","no","no","cellular","oct","thu",1,6,1,"success",-3.4,92.431,-26.9,0.733,5017.5,"1"
"38446",22,"student","single","high.school","no","no","no","cellular","oct","fri",3,6,1,"success",-3.4,92.431,-26.9,0.73,5017.5,"1"
"38455",35,"blue-collar","single","high.school","no","no","no","cellular","oct","fri",1,6,1,"success",-3.4,92.431,-26.9,0.73,5017.5,"0"
"38458",22,"student","single","basic.9y","no","no","no","cellular","oct","fri",2,6,1,"success",-3.4,92.431,-26.9,0.73,5017.5,"1"
"38462",29,"admin.","single","high.school","no","yes","no","cellular","oct","fri",1,6,1,"success",-3.4,92.431,-26.9,0.73,5017.5,"1"
"38466",26,"admin.","single","high.school","no","no","no","telephone","oct","fri",2,4,1,"success",-3.4,92.431,-26.9,0.73,5017.5,"1"
"38468",33,"admin.","single","high.school","no","yes","no","cellular","oct","mon",2,6,2,"failure",-3.4,92.431,-26.9,0.731,5017.5,"0"
"38474",50,"management","married","basic.9y","no","no","no","cellular","oct","mon",2,6,2,"failure",-3.4,92.431,-26.9,0.731,5017.5,"0"
"38488",71,"retired","married","basic.4y","no","yes","yes","cellular","oct","tue",1,6,1,"success",-3.4,92.431,-26.9,0.728,5017.5,"0"
"38492",68,"retired","married","basic.4y","no","yes","no","cellular","oct","tue",1,6,2,"success",-3.4,92.431,-26.9,0.728,5017.5,"1"
"38497",42,"management","married","university.degree","no","no","no","telephone","oct","tue",1,3,1,"success",-3.4,92.431,-26.9,0.728,5017.5,"1"
"38509",31,"management","married","university.degree","no","yes","no","cellular","oct","tue",3,4,1,"success",-3.4,92.431,-26.9,0.728,5017.5,"1"
"38513",26,"management","single","university.degree","no","yes","no","cellular","oct","tue",1,6,1,"success",-3.4,92.431,-26.9,0.728,5017.5,"0"
"38531",61,"blue-collar","married","high.school","no","no","no","cellular","oct","wed",1,2,1,"success",-3.4,92.431,-26.9,0.724,5017.5,"0"
"38540",62,"retired","married","high.school","no","no","no","cellular","oct","wed",1,6,1,"success",-3.4,92.431,-26.9,0.724,5017.5,"1"
"38576",55,"retired","married","high.school","no","yes","no","cellular","oct","thu",2,7,1,"success",-3.4,92.431,-26.9,0.722,5017.5,"1"
"38588",72,"retired","married","basic.4y","no","no","no","cellular","oct","fri",1,6,1,"success",-3.4,92.431,-26.9,0.72,5017.5,"0"
"38605",37,"admin.","married","high.school","no","yes","no","cellular","nov","mon",3,3,1,"success",-3.4,92.649,-30.1,0.722,5017.5,"0"
"38616",37,"self-employed","married","professional.course","no","yes","yes","cellular","nov","mon",1,5,1,"success",-3.4,92.649,-30.1,0.722,5017.5,"1"
"38621",50,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",1,7,1,"success",-3.4,92.649,-30.1,0.722,5017.5,"0"
"38626",30,"admin.","single","university.degree","no","yes","no","cellular","nov","mon",1,6,1,"success",-3.4,92.649,-30.1,0.722,5017.5,"0"
"38630",34,"admin.","single","high.school","no","yes","no","cellular","nov","mon",2,8,2,"failure",-3.4,92.649,-30.1,0.722,5017.5,"0"
"38645",56,"housemaid","divorced","professional.course","no","yes","no","cellular","nov","tue",1,7,2,"failure",-3.4,92.649,-30.1,0.72,5017.5,"1"
"38650",47,"admin.","divorced","university.degree","no","no","no","cellular","nov","tue",4,6,1,"success",-3.4,92.649,-30.1,0.72,5017.5,"1"
"38663",54,"blue-collar","married","basic.9y","no","no","no","cellular","nov","wed",1,7,2,"failure",-3.4,92.649,-30.1,0.719,5017.5,"0"
"38667",26,"technician","single","professional.course","no","no","yes","cellular","nov","wed",1,9,2,"failure",-3.4,92.649,-30.1,0.719,5017.5,"1"
"38668",29,"management","married","university.degree","no","yes","no","cellular","nov","wed",1,9,1,"success",-3.4,92.649,-30.1,0.719,5017.5,"0"
"38683",54,"admin.","married","high.school","no","yes","no","cellular","nov","fri",1,3,3,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38687",53,"management","divorced","university.degree","no","no","yes","cellular","nov","fri",2,3,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38688",56,"technician","divorced","university.degree","no","no","no","cellular","nov","fri",2,3,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38690",26,"admin.","single","high.school","no","yes","no","cellular","nov","mon",1,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38693",57,"admin.","married","high.school","no","yes","no","cellular","nov","mon",1,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38694",25,"admin.","single","university.degree","no","no","yes","cellular","nov","mon",1,3,2,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38699",41,"management","married","university.degree","no","no","no","cellular","nov","mon",2,7,3,"failure",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38704",76,"retired","single","basic.4y","no","no","no","cellular","nov","mon",4,6,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38706",38,"admin.","married","university.degree","no","no","no","cellular","nov","tue",2,7,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38707",27,"blue-collar","single","high.school","no","no","no","cellular","nov","tue",2,8,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38711",61,"management","married","university.degree","no","yes","no","cellular","nov","tue",1,3,2,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38712",61,"management","married","university.degree","no","yes","no","cellular","nov","tue",1,7,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38713",41,"admin.","married","university.degree","no","no","no","telephone","nov","tue",2,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38716",33,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",2,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38717",38,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",1,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38718",41,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",1,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38719",52,"admin.","divorced","university.degree","no","yes","no","cellular","nov","tue",1,3,2,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38721",33,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",2,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38723",79,"retired","married","basic.4y","no","no","yes","cellular","nov","tue",2,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38725",54,"technician","married","basic.9y","no","no","no","cellular","nov","tue",3,7,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38727",79,"retired","married","basic.4y","no","yes","no","cellular","nov","tue",1,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38728",21,"student","single","high.school","no","no","no","cellular","nov","tue",1,7,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"0"
"38742",20,"student","single","high.school","no","yes","no","cellular","nov","wed",1,7,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38747",35,"admin.","single","high.school","no","no","yes","cellular","nov","wed",2,7,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"0"
"38749",20,"student","single","high.school","no","no","no","cellular","nov","wed",2,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38751",36,"management","married","university.degree","no","no","yes","cellular","nov","wed",3,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38753",37,"services","married","high.school","no","no","yes","cellular","nov","wed",4,6,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"0"
"38755",29,"admin.","single","university.degree","no","no","yes","cellular","nov","wed",1,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38756",23,"student","single","university.degree","no","yes","no","cellular","nov","wed",1,3,2,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38757",33,"admin.","married","university.degree","no","yes","no","telephone","nov","wed",1,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38759",53,"housemaid","married","basic.4y","no","no","yes","telephone","nov","wed",1,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38760",38,"admin.","married","university.degree","no","no","no","telephone","nov","thu",1,13,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38761",40,"services","married","high.school","no","yes","no","cellular","nov","thu",3,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38762",29,"student","single","professional.course","no","no","no","cellular","nov","thu",3,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38763",23,"technician","single","professional.course","no","yes","no","cellular","nov","thu",5,9,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38765",29,"student","single","professional.course","no","yes","yes","cellular","nov","thu",1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38775",65,"retired","single","university.degree","no","no","no","cellular","nov","thu",2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38776",29,"admin.","single","university.degree","no","no","no","cellular","nov","thu",2,9,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38777",38,"admin.","married","university.degree","no","no","no","cellular","nov","thu",1,7,4,"failure",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38781",34,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",1,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38782",34,"admin.","single","university.degree","no","no","no","cellular","nov","thu",1,7,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38783",34,"admin.","single","university.degree","no","no","no","cellular","nov","thu",1,6,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38784",78,"retired","divorced","basic.4y","no","yes","no","cellular","nov","thu",1,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38787",32,"self-employed","married","university.degree","no","yes","no","cellular","nov","thu",1,6,3,"failure",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38791",52,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",3,9,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38797",32,"self-employed","married","university.degree","no","no","no","cellular","nov","thu",2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38798",60,"unemployed","married","basic.4y","no","no","no","cellular","nov","thu",2,6,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38799",62,"housemaid","married","university.degree","no","yes","no","cellular","nov","thu",1,3,3,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38801",29,"admin.","single","high.school","no","yes","no","cellular","nov","fri",2,7,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38802",25,"admin.","single","university.degree","no","no","no","cellular","nov","fri",5,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38803",26,"admin.","married","high.school","no","yes","no","cellular","nov","fri",1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38805",26,"student","single","university.degree","no","no","no","cellular","nov","fri",1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38806",26,"blue-collar","single","high.school","no","yes","no","telephone","nov","fri",2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38807",29,"admin.","single","university.degree","no","no","no","cellular","nov","fri",1,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38813",21,"student","single","university.degree","no","yes","no","cellular","nov","fri",3,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38814",65,"retired","married","university.degree","no","no","no","cellular","nov","fri",1,3,3,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38818",29,"technician","married","university.degree","no","yes","no","cellular","nov","fri",1,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38820",52,"technician","married","professional.course","no","yes","no","cellular","nov","fri",1,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38824",39,"management","single","university.degree","no","yes","no","cellular","nov","fri",2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38828",31,"services","married","high.school","no","no","no","telephone","nov","fri",2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38830",52,"technician","married","professional.course","no","yes","no","telephone","nov","fri",2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38832",78,"retired","divorced","basic.4y","no","yes","no","cellular","nov","fri",2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38833",18,"student","single","high.school","no","no","no","cellular","nov","fri",2,7,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38834",40,"technician","single","university.degree","no","yes","no","cellular","nov","mon",2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38838",40,"technician","single","university.degree","no","yes","no","cellular","nov","mon",1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38839",40,"technician","single","university.degree","no","no","no","cellular","nov","mon",1,7,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38840",25,"admin.","single","university.degree","no","no","yes","cellular","nov","mon",1,7,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38841",61,"retired","married","basic.4y","no","yes","no","cellular","nov","mon",1,9,3,"failure",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38842",39,"admin.","married","high.school","no","no","no","cellular","nov","mon",1,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38844",64,"retired","married","high.school","no","no","no","cellular","nov","mon",1,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38846",50,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",1,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38847",75,"housemaid","divorced","basic.4y","no","no","no","telephone","nov","mon",8,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38848",50,"admin.","married","university.degree","no","no","no","cellular","nov","mon",1,7,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38864",35,"management","married","university.degree","no","no","no","telephone","nov","mon",1,7,3,"failure",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38867",66,"retired","married","basic.4y","no","yes","no","cellular","nov","mon",1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38875",48,"technician","married","professional.course","no","yes","no","cellular","nov","mon",5,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38878",27,"admin.","married","high.school","no","no","no","cellular","nov","mon",1,4,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"0"
"38882",40,"technician","single","university.degree","no","no","no","cellular","nov","mon",2,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"1"
"38893",82,"retired","divorced","basic.4y","no","yes","no","cellular","nov","tue",2,3,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38899",26,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",3,7,1,"success",-3.4,92.649,-30.1,0.715,5017.5,"1"
"38902",83,"retired","divorced","basic.4y","no","no","no","cellular","nov","tue",1,3,3,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38904",35,"management","married","university.degree","no","no","no","cellular","nov","tue",1,3,2,"success",-3.4,92.649,-30.1,0.716,5017.5,"0"
"38905",35,"management","married","university.degree","no","no","no","cellular","nov","tue",3,7,3,"failure",-3.4,92.649,-30.1,0.716,5017.5,"0"
"38906",34,"admin.","divorced","high.school","no","no","no","cellular","nov","tue",2,6,3,"success",-3.4,92.649,-30.1,0.716,5017.5,"0"
"38912",27,"management","single","professional.course","no","yes","no","cellular","nov","tue",1,3,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38913",56,"retired","married","university.degree","no","yes","no","cellular","nov","wed",2,3,3,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38916",57,"retired","married","basic.4y","no","yes","no","cellular","nov","wed",1,3,2,"success",-3.4,92.649,-30.1,0.716,5017.5,"0"
"38918",24,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",1,9,3,"failure",-3.4,92.649,-30.1,0.716,5017.5,"0"
"38928",57,"admin.","married","university.degree","no","no","no","cellular","nov","wed",1,3,2,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38931",56,"retired","married","university.degree","no","no","no","cellular","nov","wed",1,3,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38932",48,"management","divorced","university.degree","no","yes","no","cellular","nov","wed",1,3,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
"38939",28,"technician","single","professional.course","no","yes","no","cellular","nov","wed",2,6,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"1"
